n,url,titulo,plataforma,cuenta,fecha,views,likes,comments,formato,transcripto
575,https://www.instagram.com/reel/DNBDADesz8H/,top semanal cuenta sin dato DNBDADesz8H,instagram,SIN DATO (CM: Kelly),2025-08-01,,,,reel,no
576,https://youtu.be/EB_T8MTto_E,top semanal @Lavozdelsensei,youtube,@Lavozdelsensei,2025-10-22,,,,short,no
577,https://www.instagram.com/reel/DM75YDXuUjV/,top semanal cuenta sin dato DM75YDXuUjV,instagram,SIN DATO (CM: Kelly),2025-08-01,,,,reel,no
578,https://www.instagram.com/reel/DNoQZ5pOF5D/,top semanal cuenta sin dato DNoQZ5pOF5D,instagram,SIN DATO (CM: Kelly),2025-08-15,,,,reel,no
579,https://www.instagram.com/reel/DQPgi0XiRzA/,top semanal cuenta sin dato DQPgi0XiRzA,instagram,SIN DATO (CM: María),2025-10-22,,,,reel,no
580,https://www.youtube.com/shorts/Hy2qhsKa39M,top semanal @elrealsensei Hy2qhsKa39M,youtube,@elrealsensei,2025-10-16,,,,short,no
581,https://www.youtube.com/shorts/jOus4wQbVKs,top semanal @senseialma jOus4wQbVKs,youtube,@senseialma,2025-10-22,,,,short,no
582,https://vt.tiktok.com/ZSy5FU8QX,top semanal @Lavozdelsensei ZSy5FU8QX,tiktok,@Lavozdelsensei,2025-10-29,,,,tiktok,no
583,https://www.youtube.com/shorts/sGrg6VClSlo,top semanal @senseielprofesor sGrg6VClSlo,youtube,@senseielprofesor,2025-10-02,,,,short,no
584,https://www.youtube.com/shorts/_ve84H-BqAY,top semanal @senseielprofesor _ve84H-BqAY,youtube,@senseielprofesor,2025-10-22,,,,short,no
585,https://vt.tiktok.com/ZSfWKHWPf,top semanal @senseifit ZSfWKHWPf,tiktok,@senseifit,2025-11-26,,,,tiktok,no
586,https://youtu.be/EmvLHgQdsW0,top semanal @alestilodelsensei,youtube,@alestilodelsensei,2025-10-22,,,,short,no
587,https://www.instagram.com/reel/DORSeJGDJQW/,top semanal cuenta sin dato DORSeJGDJQW,instagram,SIN DATO (CM: María),2025-09-05,,,,reel,no
588,https://vt.tiktok.com/ZSynLF6Ye,top semanal @senseifit ZSynLF6Ye,tiktok,@senseifit,2025-11-05,,,,tiktok,no
589,https://www.instagram.com/p/DNBYXUfxvlz/,top semanal cuenta sin dato DNBYXUfxvlz,instagram,SIN DATO (CM: Fabiola),2025-08-01,,,,reel,no
590,https://www.instagram.com/reel/DNyfuLHYuIe/,top semanal cuenta sin dato DNyfuLHYuIe,instagram,SIN DATO (CM: Kelly),2025-08-22,,,,reel,no
591,https://vt.tiktok.com/ZSynJwv3a,top semanal @elsenseireel ZSynJwv3a,tiktok,@elsenseireel,2025-11-05,,,,tiktok,no
592,https://www.instagram.com/reel/DNYQfFcNlOC/,top semanal cuenta sin dato DNYQfFcNlOC,instagram,SIN DATO (CM: Kelly),2025-08-15,,,,reel,no
593,https://youtu.be/hPQHIgxgHOo,top semanal @senseicontenidos,youtube,@senseicontenidos,2025-10-29,,,,short,no
594,https://www.instagram.com/p/DNlXTr5x5AQ/,top semanal cuenta sin dato DNlXTr5x5AQ,instagram,SIN DATO (CM: Fabiola),2025-08-15,,,,reel,no
595,https://www.youtube.com/shorts/M2LY8sdkEL0,top semanal @frasesdelsensei M2LY8sdkEL0,youtube,@frasesdelsensei,2025-11-19,,,,short,no
596,https://www.youtube.com/shorts/ZR3azBCdMfc,top semanal @frasesdelsensei ZR3azBCdMfc,youtube,@frasesdelsensei,2025-10-29,,,,short,no
597,https://www.youtube.com/shorts/4q0R9J4oRrM,top semanal @frasesdelsensei 4q0R9J4oRrM,youtube,@frasesdelsensei,2025-10-09,,,,short,no
598,https://www.instagram.com/reel/DOO43icjlrR/,top semanal cuenta sin dato DOO43icjlrR,instagram,SIN DATO (CM: Kelly),2025-09-05,,,,reel,no
599,https://www.youtube.com/shorts/XwZ8D11Sbvw,top semanal @senseielsabio XwZ8D11Sbvw,youtube,@senseielsabio,2025-11-12,,,,short,no
600,https://www.youtube.com/shorts/n058_WdjXjc,top semanal @senseisinpelo n058_WdjXjc,youtube,@senseisinpelo,2025-09-05,,,,short,no
601,https://youtu.be/mgmd2isFxMk,top semanal @senseifit,youtube,@senseifit,2025-10-16,,,,short,no
602,https://www.instagram.com/reel/DNqPQiWt5km/,top semanal cuenta sin dato DNqPQiWt5km,instagram,SIN DATO (CM: Kelly),2025-08-22,,,,reel,no
603,https://www.instagram.com/reel/DNQ1FTeMQSu/,top semanal cuenta sin dato DNQ1FTeMQSu,instagram,SIN DATO (CM: María),2025-08-08,,,,reel,no
604,https://www.instagram.com/reel/DOgHwbZDJPS/,top semanal cuenta sin dato DOgHwbZDJPS,instagram,SIN DATO (CM: María),2025-09-12,,,,reel,no
605,https://youtu.be/WwbKbzTQ-Aw,top semanal @senseifit,youtube,@senseifit,2025-11-12,,,,short,no
606,https://www.instagram.com/p/DNyN1xXYloH/,top semanal cuenta sin dato DNyN1xXYloH,instagram,SIN DATO (CM: Fabiola),2025-08-22,,,,reel,no
607,https://www.youtube.com/shorts/k42sSfYwRmI,top semanal @senseialma k42sSfYwRmI,youtube,@senseialma,2025-09-26,,,,short,no
608,https://youtu.be/UB47GJn_Mgo,top semanal @alestilodelsensei,youtube,@alestilodelsensei,2025-10-09,,,,short,no
609,https://youtu.be/vgz5fjdcpLs,top semanal @senseideverdad,youtube,@senseideverdad,2025-11-05,,,,short,no
610,https://youtu.be/_BRGtE3dZsk,top semanal @senseifit,youtube,@senseifit,2025-10-22,,,,short,no
611,https://www.youtube.com/shorts/LVQ0RwGfMwM,top semanal @senseielsabio LVQ0RwGfMwM,youtube,@senseielsabio,2025-11-19,,,,short,no
612,https://www.youtube.com/shorts/Cd_NeAZOCqg,top semanal @senseielsabio Cd_NeAZOCqg,youtube,@senseielsabio,2025-10-29,,,,short,no
613,https://vt.tiktok.com/ZSfFkuVC3,top semanal @senseifit ZSfFkuVC3,tiktok,@senseifit,2025-11-12,,,,tiktok,no
614,https://www.youtube.com/shorts/h2ensQT6njQ,top semanal @elsenseiexplica h2ensQT6njQ,youtube,@elsenseiexplica,2025-10-16,,,,short,no
615,https://www.youtube.com/shorts/SfCOKXOIi_A,top semanal @librosdelsensei SfCOKXOIi_A,youtube,@librosdelsensei,2025-08-29,,,,short,no
616,https://www.instagram.com/reel/DOGjPRAjTS3/,top semanal cuenta sin dato DOGjPRAjTS3,instagram,SIN DATO (CM: Kelly),2025-08-29,,,,reel,no
617,https://www.instagram.com/reel/DOMRp7WDoCi/,top semanal cuenta sin dato DOMRp7WDoCi,instagram,SIN DATO (CM: Kelly),2025-08-29,,,,reel,no
618,https://www.youtube.com/shorts/4vONFdkj1FE,top semanal @frasesdelsensei 4vONFdkj1FE,youtube,@frasesdelsensei,2025-10-16,,,,short,no
619,https://www.instagram.com/reel/DPCLP2OkaSZ/,top semanal cuenta sin dato DPCLP2OkaSZ,instagram,SIN DATO (CM: María),2025-09-19,,,,reel,no
620,https://vt.tiktok.com/ZSUnGuxPU,top semanal @senseicontenidos ZSUnGuxPU,tiktok,@senseicontenidos,2025-10-18,,,,tiktok,no
621,https://www.instagram.com/reel/DPBwz7PDvTi/,top semanal cuenta sin dato DPBwz7PDvTi,instagram,SIN DATO (CM: Kelly),2025-08-22,,,,reel,no
622,https://www.instagram.com/reel/DNYRYlaOu0D/,top semanal cuenta sin dato DNYRYlaOu0D,instagram,SIN DATO (CM: Kelly),2025-08-15,,,,reel,no
623,https://vt.tiktok.com/ZSyLHNvbm,top semanal @senseicontenidos ZSyLHNvbm,tiktok,@senseicontenidos,2025-10-22,,,,tiktok,no
624,https://youtu.be/swPrE1vwj7A,top semanal @Lavozdelsensei,youtube,@Lavozdelsensei,2025-10-09,,,,short,no
625,https://youtu.be/jJP-cEidmIA,top semanal @senseideverdad,youtube,@senseideverdad,2025-10-22,,,,short,no
626,https://www.instagram.com/p/DNOQqI2xQq_/,top semanal cuenta sin dato DNOQqI2xQq_,instagram,SIN DATO (CM: Fabiola),2025-08-08,,,,reel,no
627,https://www.youtube.com/shorts/iaVBVN6q_6c,top semanal @elsenseiexplica iaVBVN6q_6c,youtube,@elsenseiexplica,2025-09-26,,,,short,no
628,https://www.instagram.com/reel/DOWCWkgDqQP/,top semanal cuenta sin dato DOWCWkgDqQP,instagram,SIN DATO (CM: Kelly),2025-09-05,,,,reel,no
629,https://vt.tiktok.com/ZSfuPD4EN,top semanal @senseimentalidad ZSfuPD4EN,tiktok,@senseimentalidad,2025-11-19,,,,tiktok,no
630,https://www.instagram.com/reel/DPy-kVqEefX/,top semanal cuenta sin dato DPy-kVqEefX,instagram,SIN DATO (CM: María),2025-10-09,,,,reel,no
631,https://www.youtube.com/shorts/C1v8Wg8emdc,top semanal @librosdelsensei C1v8Wg8emdc,youtube,@librosdelsensei,2025-11-26,,,,short,no
632,https://www.youtube.com/shorts/hDwbQJJEq2k,top semanal @alestilodelsensei hDwbQJJEq2k,youtube,@alestilodelsensei,2025-09-23,,,,short,no
633,https://www.instagram.com/reel/DOHEmMKEQmh/,top semanal cuenta sin dato DOHEmMKEQmh,instagram,SIN DATO (CM: Kelly),2025-08-29,,,,reel,no
634,https://www.instagram.com/reel/DO6iWRmDuQG/,top semanal cuenta sin dato DO6iWRmDuQG,instagram,SIN DATO (CM: Kelly),2025-09-19,,,,reel,no
635,https://www.youtube.com/shorts/47wsh7phCco,top semanal @librosdelsensei 47wsh7phCco,youtube,@librosdelsensei,2025-09-05,,,,short,no
636,https://www.youtube.com/shorts/tk6R2xRGyA0,top semanal @lasprimasdelsensei tk6R2xRGyA0,youtube,@lasprimasdelsensei,2025-10-22,,,,short,no
637,https://youtu.be/SDRvx-XsGz0,top semanal @senseifit,youtube,@senseifit,2025-10-29,,,,short,no
638,https://www.youtube.com/shorts/KnL6esyDO2o,top semanal @librosdelsensei KnL6esyDO2o,youtube,@librosdelsensei,2025-12-03,,,,short,no
639,https://www.instagram.com/reel/DNQcHPVtEvX/,top semanal cuenta sin dato DNQcHPVtEvX,instagram,SIN DATO (CM: Kelly),2025-08-08,,,,reel,no
640,https://www.youtube.com/shorts/vuq0NgGWnfc,top semanal @senseielsabio vuq0NgGWnfc,youtube,@senseielsabio,2025-10-22,,,,short,no
641,https://www.youtube.com/shorts/SDPaTIXLCYM,top semanal @senseialma SDPaTIXLCYM,youtube,@senseialma,2025-10-02,,,,short,no
642,https://vt.tiktok.com/ZSUKV7yYv,top semanal @senseicontenidos ZSUKV7yYv,tiktok,@senseicontenidos,2025-08-01,,,,tiktok,no
643,https://www.youtube.com/shorts/C8vX4Mp_FEI,top semanal @librosdelsensei C8vX4Mp_FEI,youtube,@librosdelsensei,2025-11-19,,,,short,no
644,https://www.youtube.com/shorts/yBBuODuXuII,top semanal @librosdelsensei yBBuODuXuII,youtube,@librosdelsensei,2025-09-19,,,,short,no
645,https://vt.tiktok.com/ZSyL9L98B,top semanal @Lavozdelsensei ZSyL9L98B,tiktok,@Lavozdelsensei,2025-10-22,,,,tiktok,no
646,https://vt.tiktok.com/ZSynN7M7r,top semanal @Lavozdelsensei ZSynN7M7r,tiktok,@Lavozdelsensei,2025-11-05,,,,tiktok,no
647,https://www.youtube.com/shorts/Tg27HTqgutw,top semanal @habitosdelsensei Tg27HTqgutw,youtube,@habitosdelsensei,2025-09-26,,,,short,no
648,https://www.instagram.com/reel/DN3DvBm3Nt1/,top semanal cuenta sin dato DN3DvBm3Nt1,instagram,SIN DATO (CM: Kelly),2025-08-22,,,,reel,no
649,https://www.instagram.com/reel/DNGODhGMVRp/,top semanal cuenta sin dato DNGODhGMVRp,instagram,SIN DATO (CM: Kelly),2025-08-08,,,,reel,no
650,https://www.youtube.com/shorts/Gqr8H_gCYJw,top semanal @librosdelsensei Gqr8H_gCYJw,youtube,@librosdelsensei,2025-11-05,,,,short,no
651,https://www.instagram.com/reel/DNWK9nqOyTv/,top semanal cuenta sin dato DNWK9nqOyTv,instagram,SIN DATO (CM: Kelly),2025-08-08,,,,reel,no
652,https://www.youtube.com/shorts/CJOK-BpUGYA,top semanal @senseielsabio CJOK-BpUGYA,youtube,@senseielsabio,2025-11-26,,,,short,no
653,https://www.youtube.com/shorts/Ef_6bO9c_tk,top semanal @librosdelsensei Ef_6bO9c_tk,youtube,@librosdelsensei,2025-10-02,,,,short,no
654,https://www.youtube.com/shorts/Zul3vAyzMpc,top semanal @librosdelsensei Zul3vAyzMpc,youtube,@librosdelsensei,2025-08-15,,,,short,no
655,https://www.instagram.com/reel/DOJHD84jj9q/,top semanal cuenta sin dato DOJHD84jj9q,instagram,SIN DATO (CM: Kelly),2025-08-29,,,,reel,no
656,https://vt.tiktok.com/ZSUnpsURS,top semanal @senseifit ZSUnpsURS,tiktok,@senseifit,2025-10-16,,,,tiktok,no
657,https://www.instagram.com/reel/DM0SltnRW5O/,top semanal cuenta sin dato DM0SltnRW5O,instagram,SIN DATO (CM: Kelly),2025-08-01,,,,reel,no
658,https://youtu.be/U5rViaLPDDE,top semanal @senseideverdad,youtube,@senseideverdad,2025-10-29,,,,short,no
659,https://www.instagram.com/p/DOtaxH4kRus/,top semanal cuenta sin dato DOtaxH4kRus,instagram,SIN DATO (CM: Fabiola),2025-09-12,,,,reel,no
660,https://www.youtube.com/shorts/HNJblwo4hJQ,top semanal @librosdelsensei HNJblwo4hJQ,youtube,@librosdelsensei,2025-08-22,,,,short,no
661,https://www.youtube.com/shorts/exVxp25mTtw,top semanal @librosdelsensei exVxp25mTtw,youtube,@librosdelsensei,2025-10-16,,,,short,no
662,https://www.youtube.com/shorts/uC0zH40CziQ,top semanal @Lavozdelsensei uC0zH40CziQ,youtube,@Lavozdelsensei,2025-09-23,,,,short,no
663,https://www.youtube.com/shorts/6IuarV5QMCw,top semanal @librosdelsensei 6IuarV5QMCw,youtube,@librosdelsensei,2025-09-12,,,,short,no
664,https://youtu.be/XUB8XMrDKMk,top semanal @alestilodelsensei,youtube,@alestilodelsensei,2025-10-29,,,,short,no
665,https://www.youtube.com/shorts/jDviI5yiM8k,top semanal @elrealsensei jDviI5yiM8k,youtube,@elrealsensei,2025-10-09,,,,short,no
666,https://www.youtube.com/shorts/c2eG2XVpjII,top semanal @senseielsabio c2eG2XVpjII,youtube,@senseielsabio,2025-10-16,,,,short,no
667,https://www.youtube.com/shorts/zvrQskQcONI,top semanal @frasesdelsensei zvrQskQcONI,youtube,@frasesdelsensei,2025-10-22,,,,short,no
668,https://vt.tiktok.com/ZSy5Y2V4g,top semanal @senseicontenidos ZSy5Y2V4g,tiktok,@senseicontenidos,2025-10-29,,,,tiktok,no
669,https://www.youtube.com/shorts/CEkFW5aF0kk,top semanal @librosdelsensei CEkFW5aF0kk,youtube,@librosdelsensei,2025-08-01,,,,short,no
670,https://youtu.be/m-9OFv3BZdE,top semanal @senseicontenidos,youtube,@senseicontenidos,2025-10-16,,,,short,no
671,https://vt.tiktok.com/ZSy5YdooK,top semanal @alestilodelsensei ZSy5YdooK,tiktok,@alestilodelsensei,2025-10-29,,,,tiktok,no
672,https://www.tiktok.com/@elsenseielsabio/video/7570020938180283656,top semanal @senseielsabio 7570020938180283656,tiktok,@senseielsabio,2025-11-05,,,,tiktok,no
673,https://vt.tiktok.com/ZSfmAao7x,top semanal @elrealsensei ZSfmAao7x,tiktok,@elrealsensei,2025-11-19,,,,tiktok,no
674,https://www.youtube.com/shorts/gJzpHunDIdI,top semanal @librosdelsensei gJzpHunDIdI,youtube,@librosdelsensei,2025-10-09,,,,short,no
675,https://www.instagram.com/p/DOTpXONEWRS/,top semanal cuenta sin dato DOTpXONEWRS,instagram,SIN DATO (CM: Fabiola),2025-09-05,,,,reel,no
676,https://www.youtube.com/shorts/dtkJQ7S-AC4,top semanal @librosdelsensei dtkJQ7S-AC4,youtube,@librosdelsensei,2025-08-08,,,,short,no
677,https://youtu.be/TBXdr3Lxwjw,top semanal @senseicontenidos,youtube,@senseicontenidos,2025-10-09,,,,short,no
678,https://vt.tiktok.com/ZSfWgJ2yg,top semanal @senseimentalidad ZSfWgJ2yg,tiktok,@senseimentalidad,2025-11-26,,,,tiktok,no
679,https://www.youtube.com/shorts/fnSqlhiWWsc,top semanal @senseicontenidos fnSqlhiWWsc,youtube,@senseicontenidos,2025-10-20,,,,short,no
680,https://www.instagram.com/p/DPo0PUakV_W/,top semanal cuenta sin dato DPo0PUakV_W,instagram,SIN DATO (CM: Fabiola),2025-10-09,,,,reel,no
681,https://www.youtube.com/shorts/eZHUL_ZlU68,top semanal @senseielprofesor eZHUL_ZlU68,youtube,@senseielprofesor,2025-08-29,,,,short,no
682,https://www.instagram.com/reel/DNTJeJNNhKd/,top semanal cuenta sin dato DNTJeJNNhKd,instagram,SIN DATO (CM: Kelly),2025-08-08,,,,reel,no
683,https://www.youtube.com/shorts/pL946u0zMYg,top semanal @senseisinpelo pL946u0zMYg,youtube,@senseisinpelo,2025-11-12,,,,short,no
684,https://www.instagram.com/reel/DNoP-rgxj1y/,top semanal cuenta sin dato DNoP-rgxj1y,instagram,SIN DATO (CM: Kelly),2025-08-15,,,,reel,no
685,https://vt.tiktok.com/ZSfFkSoLA,top semanal @Lavozdelsensei ZSfFkSoLA,tiktok,@Lavozdelsensei,2025-11-12,,,,tiktok,no
686,https://www.youtube.com/shorts/EfjlyNPBQ6E,top semanal @senseielsabio EfjlyNPBQ6E,youtube,@senseielsabio,2025-11-05,,,,short,no
687,https://www.instagram.com/p/DPZLSxCkbwk/,top semanal cuenta sin dato DPZLSxCkbwk,instagram,SIN DATO (CM: Fabiola),2025-10-02,,,,reel,no
688,https://youtu.be/G_vZJN5Z_ok,top semanal @senseideverdad,youtube,@senseideverdad,2025-11-12,,,,short,no
689,https://www.instagram.com/reel/DO_p8Ftj1M_/,top semanal cuenta sin dato DO_p8Ftj1M_,instagram,SIN DATO (CM: Kelly),2025-09-19,,,,reel,no
690,https://www.youtube.com/shorts/Sv8qXFC238k,top semanal @senseicontenidos Sv8qXFC238k,youtube,@senseicontenidos,2025-09-23,,,,short,no
691,https://www.instagram.com/reel/DOoAEqLjTKb/,top semanal cuenta sin dato DOoAEqLjTKb,instagram,SIN DATO (CM: Kelly),2025-09-12,,,,reel,no
692,https://www.youtube.com/shorts/n0wueOzA_DQ,top semanal @senseielprofesor n0wueOzA_DQ,youtube,@senseielprofesor,2025-09-05,,,,short,no
693,https://www.instagram.com/reel/DPPLEhMEXYN/,top semanal cuenta sin dato DPPLEhMEXYN,instagram,SIN DATO (CM: Kelly),2025-09-26,,,,reel,no
694,https://www.instagram.com/p/DPEjqBvkVeu/,top semanal cuenta sin dato DPEjqBvkVeu,instagram,SIN DATO (CM: Fabiola),2025-09-26,,,,reel,no
695,https://vt.tiktok.com/ZSfFktScu,top semanal @alestilodelsensei ZSfFktScu,tiktok,@alestilodelsensei,2025-11-12,,,,tiktok,no
696,https://www.instagram.com/reel/DObrURikWK9/,top semanal cuenta sin dato DObrURikWK9,instagram,SIN DATO (CM: Kelly),2025-09-05,,,,reel,no
697,https://vt.tiktok.com/ZSy5Yjdnk,top semanal @elsenseiexplica ZSy5Yjdnk,tiktok,@elsenseiexplica,2025-10-29,,,,tiktok,no
698,https://www.instagram.com/reel/DPTz1NLjcts/,top semanal cuenta sin dato DPTz1NLjcts,instagram,SIN DATO (CM: Kelly),2025-10-02,,,,reel,no
699,https://www.tiktok.com/t/ZTMQBgTYd,top semanal @elsenseiexplica t,tiktok,@elsenseiexplica,2025-09-19,,,,tiktok,no
700,https://www.instagram.com/reel/DPW4ohOEeiW/,top semanal cuenta sin dato DPW4ohOEeiW,instagram,SIN DATO (CM: Kelly),2025-10-02,,,,reel,no
701,https://www.instagram.com/p/DOG0GXiEdYK/,top semanal cuenta sin dato DOG0GXiEdYK,instagram,SIN DATO (CM: Fabiola),2025-08-29,,,,reel,no
702,https://www.instagram.com/reel/DRfFRrbDpjX/,top semanal cuenta sin dato DRfFRrbDpjX,instagram,SIN DATO (CM: Valeria),2025-11-19,,,,reel,no
703,https://www.youtube.com/shorts/jpr75GeMUd8,top semanal @senseisinpelo jpr75GeMUd8,youtube,@senseisinpelo,2025-11-19,,,,short,no
704,https://www.instagram.com/p/DO_bOA7EQsj/,top semanal cuenta sin dato DO_bOA7EQsj,instagram,SIN DATO (CM: Fabiola),2025-09-19,,,,reel,no
705,https://vt.tiktok.com/ZSfFXBCLw,top semanal @elsenseiexplica ZSfFXBCLw,tiktok,@elsenseiexplica,2025-11-12,,,,tiktok,no
706,https://www.instagram.com/reel/DQKGgUegC-i/,top semanal cuenta sin dato DQKGgUegC-i,instagram,SIN DATO (CM: Fabiola),2025-10-22,,,,reel,no
707,https://vt.tiktok.com/ZSynNN3yp,top semanal @alestilodelsensei ZSynNN3yp,tiktok,@alestilodelsensei,2025-11-05,,,,tiktok,no
708,https://www.instagram.com/reel/DPhQucDDK8k/,top semanal cuenta sin dato DPhQucDDK8k,instagram,SIN DATO (CM: Kelly),2025-10-02,,,,reel,no
709,https://www.youtube.com/shorts/C7DP5U76_dg,top semanal @Lavozdelsensei C7DP5U76_dg,youtube,@Lavozdelsensei,2025-10-20,,,,short,no
710,https://www.youtube.com/shorts/HHJ-X7LaBMw,top semanal @senseielprofesor HHJ-X7LaBMw,youtube,@senseielprofesor,2025-09-12,,,,short,no
711,https://www.instagram.com/p/DQcNdwGj8HN/,top semanal cuenta sin dato DQcNdwGj8HN,instagram,SIN DATO (CM: Fabiola),2025-10-29,,,,reel,no
712,https://www.tiktok.com/t/ZTMQk3Xrb,top semanal @elrealsensei t,tiktok,@elrealsensei,2025-09-05,,,,tiktok,no
713,https://www.instagram.com/reel/DPW3R92DktZ/,top semanal cuenta sin dato DPW3R92DktZ,instagram,SIN DATO (CM: Kelly),2025-10-02,,,,reel,no
714,https://www.instagram.com/reel/DP6wSPiEekn/,top semanal cuenta sin dato DP6wSPiEekn,instagram,SIN DATO (CM: Kelly),2025-10-16,,,,reel,no
715,https://www.tiktok.com/t/ZTMQBFSNk,top semanal @elrealsensei t,tiktok,@elrealsensei,2025-09-19,,,,tiktok,no
716,https://www.instagram.com/reel/DPwszwNDzGr/,top semanal cuenta sin dato DPwszwNDzGr,instagram,SIN DATO (CM: Kelly),2025-10-09,,,,reel,no
717,https://vt.tiktok.com/ZSfufGmkX,top semanal @elsenseireel ZSfufGmkX,tiktok,@elsenseireel,2025-11-19,,,,tiktok,no
718,https://youtu.be/t2GmOBvbSz4,top semanal @senseideverdad,youtube,@senseideverdad,2025-10-09,,,,short,no
719,https://vt.tiktok.com/ZSyLuv9N7,top semanal @senseideverdad ZSyLuv9N7,tiktok,@senseideverdad,2025-10-22,,,,tiktok,no
720,https://www.instagram.com/reel/DO8tjq8DV9O/,top semanal cuenta sin dato DO8tjq8DV9O,instagram,SIN DATO (CM: Kelly),2025-09-19,,,,reel,no
721,https://www.instagram.com/reel/DOgu9lHDob3/,top semanal cuenta sin dato DOgu9lHDob3,instagram,SIN DATO (CM: Kelly),2025-09-12,,,,reel,no
722,https://vt.tiktok.com/ZSfNcXFKe,top semanal @elsenseireel ZSfNcXFKe,tiktok,@elsenseireel,2025-11-12,,,,tiktok,no
723,https://vt.tiktok.com/ZSfWTmLtU,top semanal @elrealsensei ZSfWTmLtU,tiktok,@elrealsensei,2025-11-26,,,,tiktok,no
724,https://www.tiktok.com/t/ZTMQBLKjr,top semanal @elsenseiexplica t,tiktok,@elsenseiexplica,2025-08-01,,,,tiktok,no
725,https://vt.tiktok.com/ZSU7bUR9S,top semanal @elsenseiexplica ZSU7bUR9S,tiktok,@elsenseiexplica,2025-10-16,,,,tiktok,no
726,https://www.instagram.com/reel/DPTzeeODs7Y/,top semanal cuenta sin dato DPTzeeODs7Y,instagram,SIN DATO (CM: Kelly),2025-09-26,,,,reel,no
727,https://vt.tiktok.com/ZSUnsBhKt,top semanal @alestilodelsensei ZSUnsBhKt,tiktok,@alestilodelsensei,2025-10-18,,,,tiktok,no
728,https://www.instagram.com/reel/DPFUDEcDvxR/,top semanal cuenta sin dato DPFUDEcDvxR,instagram,SIN DATO (CM: Kelly),2025-09-26,,,,reel,no
729,https://www.instagram.com/reel/DRHo8-2DtnE/,top semanal cuenta sin dato DRHo8-2DtnE,instagram,SIN DATO (CM: Kelly),2025-11-12,,,,reel,no
730,https://www.tiktok.com/@senseisinpelos_/video/7575223901555363090,top semanal @senseisinpelo 7575223901555363090,tiktok,@senseisinpelo,2025-11-19,,,,tiktok,no
731,https://www.instagram.com/p/DP__0RskUwS/,top semanal cuenta sin dato DP__0RskUwS,instagram,SIN DATO (CM: Fabiola),2025-10-16,,,,reel,no
732,https://www.instagram.com/reel/DP4WxrPD48B/,top semanal cuenta sin dato DP4WxrPD48B,instagram,SIN DATO (CM: Kelly),2025-10-16,,,,reel,no
733,https://vt.tiktok.com/ZSfFrgRmX,top semanal @senseideverdad ZSfFrgRmX,tiktok,@senseideverdad,2025-11-12,,,,tiktok,no
734,https://www.youtube.com/shorts/NRnewELKsks,top semanal @elsenseiexplica NRnewELKsks,youtube,@elsenseiexplica,2025-11-26,,,,short,no
735,https://www.instagram.com/reel/DPod_s-DnU9/,top semanal cuenta sin dato DPod_s-DnU9,instagram,SIN DATO (CM: Kelly),2025-10-09,,,,reel,no
736,https://www.instagram.com/reel/DOgy5kNDlew/,top semanal cuenta sin dato DOgy5kNDlew,instagram,SIN DATO (CM: Kelly),2025-09-12,,,,reel,no
737,https://www.tiktok.com/t/ZTMQk4gGk,top semanal @elrealsensei t,tiktok,@elrealsensei,2025-08-08,,,,tiktok,no
738,https://vt.tiktok.com/ZSUnsPp3F,top semanal @senseideverdad ZSUnsPp3F,tiktok,@senseideverdad,2025-10-18,,,,tiktok,no
739,https://www.youtube.com/shorts/ZIj-amJvf_g,top semanal @elsenseiexplica ZIj-amJvf_g,youtube,@elsenseiexplica,2025-11-19,,,,short,no
740,https://vt.tiktok.com/ZSyLuPntk,top semanal @alestilodelsensei ZSyLuPntk,tiktok,@alestilodelsensei,2025-10-22,,,,tiktok,no
741,https://www.tiktok.com/t/ZTMQBpUaR,top semanal @elsenseiexplica t,tiktok,@elsenseiexplica,2025-09-12,,,,tiktok,no
742,https://vt.tiktok.com/ZSU9dBwMG,top semanal @habitosdelsensei ZSU9dBwMG,tiktok,@habitosdelsensei,2025-10-09,,,,tiktok,no
743,https://www.instagram.com/p/DRH-KAYD135/,top semanal cuenta sin dato DRH-KAYD135,instagram,SIN DATO (CM: Fabiola),2025-11-12,,,,reel,no
744,https://www.tiktok.com/t/ZTMQkcHvN,top semanal @elrealsensei t,tiktok,@elrealsensei,2025-08-29,,,,tiktok,no
745,https://www.youtube.com/shorts/UvURFQNrWQs,top semanal @senseielsabio UvURFQNrWQs,youtube,@senseielsabio,2025-09-23,,,,short,no
746,https://vt.tiktok.com/ZSfFkrafG,top semanal @senseicontenidos ZSfFkrafG,tiktok,@senseicontenidos,2025-11-12,,,,tiktok,no
747,https://vt.tiktok.com/ZSy5F17qy,top semanal @senseideverdad ZSy5F17qy,tiktok,@senseideverdad,2025-10-29,,,,tiktok,no
748,https://www.youtube.com/shorts/Gm7cZzT-3mA,top semanal @senseimentalidad Gm7cZzT-3mA,youtube,@senseimentalidad,2025-11-19,,,,short,no
749,https://vt.tiktok.com/ZSfmAF5h6,top semanal @elsenseiexplica ZSfmAF5h6,tiktok,@elsenseiexplica,2025-11-19,,,,tiktok,no
750,https://youtu.be/bWi3Ky513ds,top semanal @Lavozdelsensei,youtube,@Lavozdelsensei,2025-10-16,,,,short,no
751,https://vt.tiktok.com/ZSUnGYGgf,top semanal @Lavozdelsensei ZSUnGYGgf,tiktok,@Lavozdelsensei,2025-10-18,,,,tiktok,no
